Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1673.9839872860643
FDW14,OUT017,1349.5129043321297
NCN55,OUT010,471.3068466911768
FDQ58,OUT017,2432.662580732177
FDY38,OUT027,5041.821497446808
FDH56,OUT046,2098.8033575757586
FDL48,OUT018,790.3307954098359
FDC48,OUT027,2846.4008225165558
FDN33,OUT045,1559.9736407643322
FDA36,OUT017,3190.643467582416
FDT44,OUT017,1935.5041133829004
FDQ56,OUT045,1349.5129043321297
NCC54,OUT019,471.3068466911768
FDU11,OUT049,2098.8033575757586
DRL59,OUT013,790.3307954098359
FDM24,OUT049,2432.662580732177
FDI57,OUT045,3011.5252991596626
DRC12,OUT018,3011.5252991596626
NCM42,OUT027,2846.4008225165558
FDA46,OUT010,471.3068466911768
FDA31,OUT013,2843.569789215686
NCJ31,OUT035,3549.850947508305
FDG52,OUT046,790.3307954098359
NCL19,OUT019,207.1305035250465
FDS10,OUT035,3190.643467582416
FDX22,OUT010,471.3068466911768
NCF19,OUT035,790.3307954098359
NCE06,OUT046,2633.8398439024386
DRC27,OUT046,3805.9486041666637
FDE21,OUT035,1935.5041133829004
NCR42,OUT019,207.1305035250465
FDX51,OUT018,3011.5252991596626
NCR06,OUT018,646.0888157894735
FDU31,OUT027,5041.821497446808
FDU59,OUT017,2633.8398439024386
FDR03,OUT027,5041.821497446808
FDS49,OUT027,2846.4008225165558
FDD48,OUT010,207.1305035250465
NCF18,OUT017,3011.5252991596626
NCD43,OUT027,2846.4008225165558
NCD54,OUT018,1935.5041133829004
FDY19,OUT010,207.1305035250465
NCY54,OUT017,2843.569789215686
NCL19,OUT018,2432.662580732177
FDP23,OUT010,471.3068466911768
FDC26,OUT013,1673.9839872860643
FDR14,OUT010,207.1305035250465
NCS41,OUT035,3190.643467582416
FDF41,OUT035,3549.850947508305
FDU34,OUT046,2098.8033575757586
DRH11,OUT046,1068.5067658349326
FDM03,OUT013,1673.9839872860643
FDS31,OUT017,3190.643467582416
FDJ20,OUT017,1935.5041133829004
FDV44,OUT027,5041.821497446808
FDG02,OUT049,3190.643467582416
FDA09,OUT013,2843.569789215686
FDT04,OUT013,646.0888157894735
FDL58,OUT019,471.3068466911768
FDE52,OUT045,1349.5129043321297
FDW12,OUT035,2432.662580732177
FDL51,OUT017,3805.9486041666637
NCY42,OUT027,2846.4008225165558
FDR07,OUT017,1559.9736407643322
FDN40,OUT045,2432.662580732177
FDB35,OUT027,2846.4008225165558
FDA22,OUT017,2633.8398439024386
NCL06,OUT046,4125.174474540676
FDI35,OUT013,3190.643467582416
NCW42,OUT045,3805.9486041666637
NCX06,OUT049,2843.569789215686
FDC37,OUT027,2846.4008225165558
FDZ14,OUT018,1935.5041133829004
DRG49,OUT049,3549.850947508305
NCG06,OUT045,4125.174474540676
DRC36,OUT045,2843.569789215686
FDV21,OUT019,207.1305035250465
FDB53,OUT046,2432.662580732177
DRP47,OUT019,471.3068466911768
FDA14,OUT013,2432.662580732177
DRC24,OUT035,2432.662580732177
FDW21,OUT018,1559.9736407643322
NCH29,OUT046,1559.9736407643322
FDU58,OUT013,3190.643467582416
FDY27,OUT017,2843.569789215686
FDV56,OUT035,1673.9839872860643
FDT59,OUT046,3805.9486041666637
FDB23,OUT046,3805.9486041666637
FDR49,OUT045,790.3307954098359
FDB03,OUT010,471.3068466911768
FDN39,OUT045,2633.8398439024386
FDX02,OUT027,5041.821497446808
FDQ16,OUT027,2846.4008225165558
FDU35,OUT018,1559.9736407643322
NCT29,OUT013,2098.8033575757586
FDZ27,OUT046,790.3307954098359
FDN57,OUT017,1935.5041133829004
FDA03,OUT018,2432.662580732177
FDZ36,OUT045,3190.643467582416
NCU05,OUT013,1349.5129043321297
FDT39,OUT018,2432.662580732177
FDK60,OUT017,1559.9736407643322
FDZ25,OUT017,2633.8398439024386
FDG12,OUT046,2098.8033575757586
DRB01,OUT019,471.3068466911768
NCC43,OUT027,5041.821497446808
FDX13,OUT019,471.3068466911768
FDM22,OUT049,1068.5067658349326
FDJ03,OUT027,790.3307954098359
FDU14,OUT018,4125.174474540676
FDB33,OUT010,471.3068466911768
FDP27,OUT046,3011.5252991596626
FDO38,OUT010,207.1305035250465
FDE28,OUT027,5041.821497446808
FDO27,OUT035,1559.9736407643322
DRL23,OUT027,2846.4008225165558
FDS28,OUT046,1068.5067658349326
FDX24,OUT013,1349.5129043321297
FDZ02,OUT035,1559.9736407643322
FDL46,OUT045,1935.5041133829004
FDS60,OUT027,5041.821497446808
NCO06,OUT017,646.0888157894735
FDO16,OUT035,1349.5129043321297
FDC60,OUT049,1349.5129043321297
FDA48,OUT018,3549.850947508305
FDZ36,OUT027,5041.821497446808
FDK27,OUT045,1935.5041133829004
FDW23,OUT018,646.0888157894735
FDM14,OUT018,1673.9839872860643
FDM14,OUT013,1673.9839872860643
FDW60,OUT018,2843.569789215686
FDE21,OUT013,2098.8033575757586
NCM42,OUT035,1673.9839872860643
FDY59,OUT010,207.1305035250465
DRI49,OUT049,1349.5129043321297
FDT28,OUT019,471.3068466911768
FDQ22,OUT018,646.0888157894735
FDR60,OUT049,1349.5129043321297
FDC50,OUT019,207.1305035250465
FDV24,OUT013,2432.662580732177
DRF48,OUT010,471.3068466911768
FDQ47,OUT046,646.0888157894735
