Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1655.7514206920846
FDW14,OUT017,1363.441174384432
NCN55,OUT010,587.937119323016
FDQ58,OUT017,2481.9890258734767
FDY38,OUT027,6210.067219675685
FDH56,OUT046,1969.107974977431
FDL48,OUT018,753.6316054418005
FDC48,OUT027,2157.9958409707147
FDN33,OUT045,1527.8859501843547
FDA36,OUT017,3107.559646934288
FDT44,OUT017,1946.3967860394941
FDQ56,OUT045,1357.7924913270485
NCC54,OUT019,583.485293252505
FDU11,OUT049,2042.7790631646685
DRL59,OUT013,794.074672155236
FDM24,OUT049,2472.7607477303563
FDI57,OUT045,3033.746600952931
DRC12,OUT018,2971.1107666792914
NCM42,OUT027,2963.52192094706
FDA46,OUT010,488.3926085358304
FDA31,OUT013,2871.025994100484
NCJ31,OUT035,3840.9863883166477
FDG52,OUT046,757.2596895031785
NCL19,OUT019,305.1081018603415
FDS10,OUT035,3040.7622078784902
FDX22,OUT010,560.1768703258382
NCF19,OUT035,757.2596895031785
NCE06,OUT046,2545.855199673774
DRC27,OUT046,3927.5079777153046
FDE21,OUT035,1944.5788876146676
NCR42,OUT019,91.86762086085879
FDX51,OUT018,2993.8106630919287
NCR06,OUT018,624.0650939368295
FDU31,OUT027,5584.013960667635
FDU59,OUT017,2561.91969220514
FDR03,OUT027,5584.013960667635
FDS49,OUT027,2150.6932674636646
FDD48,OUT010,256.1417447758002
NCF18,OUT017,3073.734822068705
NCD43,OUT027,2596.4650894506885
NCD54,OUT018,2068.276834556417
FDY19,OUT010,259.9632489181802
NCY54,OUT017,2885.61563385838
NCL19,OUT018,2370.701329422207
FDP23,OUT010,555.2707043559586
FDC26,OUT013,1751.0213995820013
FDR14,OUT010,163.51643180720617
NCS41,OUT035,3110.954429030107
FDF41,OUT035,3896.4766704667877
FDU34,OUT046,2056.0822026812352
DRH11,OUT046,854.5146284216902
FDM03,OUT013,1657.5860569445183
FDS31,OUT017,3098.5806199146796
FDJ20,OUT017,2009.442722109721
FDV44,OUT027,5153.452633355709
FDG02,OUT049,3113.473228104109
FDA09,OUT013,2991.201446392978
FDT04,OUT013,612.0604510068182
FDL58,OUT019,583.3583539670988
FDE52,OUT045,1377.5880687144484
FDW12,OUT035,2499.564299652371
FDL51,OUT017,3658.381747284066
NCY42,OUT027,3416.940111149714
FDR07,OUT017,1533.9293330214737
FDN40,OUT045,2480.7501625045134
FDB35,OUT027,2470.2558317078838
FDA22,OUT017,2564.6728276649555
NCL06,OUT046,4137.69674355972
FDI35,OUT013,3076.367727569922
NCW42,OUT045,3772.587715664535
NCX06,OUT049,3005.05823912378
FDC37,OUT027,2610.982311501453
FDZ14,OUT018,1911.9090987574414
DRG49,OUT049,3950.4255933511777
NCG06,OUT045,4093.47564228585
DRC36,OUT045,2875.7048296364437
FDV21,OUT019,300.96350165689256
FDB53,OUT046,2520.5074122171054
DRP47,OUT019,584.0245520538903
FDA14,OUT013,2478.5142143103726
DRC24,OUT035,2547.56136812549
FDW21,OUT018,1619.2414512166101
NCH29,OUT046,1545.419660956675
FDU58,OUT013,3118.3476294944726
FDY27,OUT017,2942.6646124055196
FDV56,OUT035,1660.9328603382198
FDT59,OUT046,3864.8122883029296
